설비 사이트 코드,이니셜,수주번호,신규분류 요약코드,수요 제품 이름,제품군,제품 코드,ADD,CP,AXIS,납기일,사출,분리,하이드레이션,접착,누수규격,필요수량
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -02.50,T5421S-02.50,,,,2026-07-13,,,,,,53
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -02.75,T5421S-02.75,,,,2026-07-13,,,,,,33
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -03.00,T5421S-03.00,,,,2026-07-13,,,,,,29
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -03.25,T5421S-03.25,,,,2026-07-13,,,,,,23
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -03.50,T5421S-03.50,,,,2026-07-13,,,,,,37
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -03.75,T5421S-03.75,,,,2026-07-13,,,,,,26
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -04.00,T5421S-04.00,,,,2026-07-13,,,,,,39
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.25130,,-1.25,130,2026-07-13,,,,,,1
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -04.25,T5421S-04.25,,,,2026-07-13,,,,,,7
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -04.75,T5421S-04.75,,,,2026-07-13,,,,,,22
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -05.00,T5421S-05.00,,,,2026-07-13,,,,,,22
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -05.50,T5421S-05.50,,,,2026-07-13,,,,,,14
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -06.00,T5421S-06.00,,,,2026-07-13,,,,,,9
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -08.00,T5421S-08.00,,,,2026-07-13,,,,,,3
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75040,,-1.75,040,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75020,,-1.75,020,2026-07-13,,,,,,7
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75010,,-1.75,010,2026-07-13,,,,,,5
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.25180,,-1.25,180,2026-07-13,,,,,,9
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.25170,,-1.25,170,2026-07-13,,,,,,10
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.25160,,-1.25,160,2026-07-13,,,,,,7
A관(1공장),X2502,202606160003,Si_FRP_Sph,O2O2 M_Spherical(DK70)_K2-SMD_(소),O2O2 M_Spherical(DK70)_K2-SMD_(소) + -04.50,T5421S-04.50,,,,2026-07-13,,,,,,5
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + -01.75,T5416A-01.75+2.00,+2.00,,,2026-07-13,,,,,,11
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -03.75,T1230S-03.75-1.25010,,-1.25,010,2026-07-13,,,,,,6
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -03.75,T1230S-03.75-0.75170,,-0.75,170,2026-07-13,,,,,,13
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.50,T0510A-02.50,,,,2026-07-13,,,,,,162
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.75,T0510A-02.75,,,,2026-07-13,,,,,,28
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.00,T0510A-03.00,,,,2026-07-13,,,,,,474
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.25,T0510A-03.25,,,,2026-07-13,,,,,,184
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.50,T0510A-03.50,,,,2026-07-13,,,,,,400
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.75,T0510A-03.75,,,,2026-07-13,,,,,,360
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.00,T0510A-04.00,,,,2026-07-13,,,,,,395
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.25,T0510A-04.25,,,,2026-07-13,,,,,,302
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.50,T0510A-04.50,,,,2026-07-13,,,,,,145
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -05.50,T0510A-05.50,,,,2026-07-13,,,,,,260
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -05.75,T0510A-05.75,,,,2026-07-13,,,,,,200
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -06.00,T0510A-06.00,,,,2026-07-13,,,,,,132
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -06.50,T0510A-06.50,,,,2026-07-13,,,,,,118
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -07.00,T0510A-07.00,,,,2026-07-13,,,,,,166
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -07.50,T0510A-07.50,,,,2026-07-13,,,,,,122
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -08.00,T0510A-08.00,,,,2026-07-13,,,,,,54
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -10.00,T0510A-10.00,,,,2026-07-13,,,,,,6
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +01.25,T0510A+01.25,,,,2026-07-13,,,,,,4
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +01.50,T0510A+01.50,,,,2026-07-13,,,,,,39
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.25,T0510A+02.25,,,,2026-07-13,,,,,,67
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.50,T0510A+02.50,,,,2026-07-13,,,,,,48
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +03.00,T0510A+03.00,,,,2026-07-13,,,,,,28
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +03.75,T0510A+03.75,,,,2026-07-13,,,,,,4
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.25,T0510A-02.25,,,,2026-07-13,,,,,,186
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.00,T0510A-02.00,,,,2026-07-13,,,,,,205
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.75,T0510A-01.75,,,,2026-07-13,,,,,,328
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.50,T0510A-01.50,,,,2026-07-13,,,,,,672
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +04.50,T1230S+04.50-1.75010,,-1.75,010,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -03.25,T1230S-03.25-2.25020,,-2.25,020,2026-07-13,,,,,,10
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75070,,-1.75,070,2026-07-13,,,,,,3
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75100,,-1.75,100,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75110,,-1.75,110,2026-07-13,,,,,,1
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75150,,-1.75,150,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75160,,-1.75,160,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75170,,-1.75,170,2026-07-13,,,,,,11
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -04.50,T1230S-04.50-1.75180,,-1.75,180,2026-07-13,,,,,,8
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +01.25,T0510A+01.25,,,,2026-07-13,,,,,,22
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +01.75,T0510A+01.75,,,,2026-07-13,,,,,,34
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +04.50,T0510A+04.50,,,,2026-07-13,,,,,,56
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.00,T0510A+02.00,,,,2026-07-13,,,,,,74
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.50,T0510A+02.50,,,,2026-07-13,,,,,,28
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.75,T0510A+02.75,,,,2026-07-13,,,,,,74
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +03.50,T0510A+03.50,,,,2026-07-13,,,,,,40
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +04.50,T0510A+04.50,,,,2026-07-13,,,,,,16
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +05.00,T0510A+05.00,,,,2026-07-13,,,,,,5
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +05.50,T0510A+05.50,,,,2026-07-13,,,,,,62
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +07.00,T0510A+07.00,,,,2026-07-13,,,,,,24
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +08.00,T0510A+08.00,,,,2026-07-13,,,,,,52
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -00.75,T0510A-00.75,,,,2026-07-13,,,,,,40
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.00,T0510A-01.00,,,,2026-07-13,,,,,,215
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.25,T0510A-01.25,,,,2026-07-13,,,,,,190
C관(2공장),HW0364,202606020007,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +02.25,T0510A+02.25,,,,2026-07-13,,,,,,8
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +05.00,T0510A+05.00,,,,2026-07-13,,,,,,62
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +05.50,T0510A+05.50,,,,2026-07-13,,,,,,52
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +06.00,T0510A+06.00,,,,2026-07-13,,,,,,25
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -08.50,T0510A-08.50,,,,2026-07-13,,,,,,29
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +00.75,T5416A+00.75+2.00,+2.00,,,2026-07-13,,,,,,8
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +01.25,T5416A+01.25+1.00,+1.00,,,2026-07-13,,,,,,3
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +01.75,T5416A+01.75+1.50,+1.50,,,2026-07-13,,,,,,9
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +02.00,T5416A+02.00+2.50,+2.50,,,2026-07-13,,,,,,40
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +02.25,T5416A+02.25+1.50,+1.50,,,2026-07-13,,,,,,11
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +02.50,T5416A+02.50+2.50,+2.50,,,2026-07-13,,,,,,32
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +02.75,T5416A+02.75+1.00,+1.00,,,2026-07-13,,,,,,18
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +02.75,T5416A+02.75+2.50,+2.50,,,2026-07-13,,,,,,4
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +03.00,T5416A+03.00+2.50,+2.50,,,2026-07-13,,,,,,15
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +03.25,T5416A+03.25+2.50,+2.50,,,2026-07-13,,,,,,15
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -08.00,T0510A-08.00,,,,2026-07-13,,,,,,70
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +03.50,T5416A+03.50+1.00,+1.00,,,2026-07-13,,,,,,28
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +04.00,T5416A+04.00+1.50,+1.50,,,2026-07-13,,,,,,4
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +04.00,T5416A+04.00+2.00,+2.00,,,2026-07-13,,,,,,4
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +04.00,T5416A+04.00+2.50,+2.50,,,2026-07-13,,,,,,10
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +04.25,T5416A+04.25+2.50,+2.50,,,2026-07-13,,,,,,10
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +04.75,T5416A+04.75+1.50,+1.50,,,2026-07-13,,,,,,12
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +05.50,T5416A+05.50+2.50,+2.50,,,2026-07-13,,,,,,9
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +06.00,T5416A+06.00+2.50,+2.50,,,2026-07-13,,,,,,11
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + -00.75,T5416A-00.75+1.00,+1.00,,,2026-07-13,,,,,,2
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + -01.00,T5416A-01.00+1.00,+1.00,,,2026-07-13,,,,,,30
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + -01.00,T5416A-01.00+1.50,+1.50,,,2026-07-13,,,,,,12
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + -01.75,T5416A-01.75+1.00,+1.00,,,2026-07-13,,,,,,23
C관(2공장),HW0366,202606020009,Si_1-Day_M/F,O2O2 D_Multifocal_FGC,O2O2 D_Multifocal_FGC + +03.75,T5416A+03.75+1.50,+1.50,,,2026-07-13,,,,,,11
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +04.50,T1230S+04.50-1.75050,,-1.75,050,2026-07-13,,,,,,2
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -07.50,T0510A-07.50,,,,2026-07-13,,,,,,44
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -06.50,T0510A-06.50,,,,2026-07-13,,,,,,165
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +06.50,T0510A+06.50,,,,2026-07-13,,,,,,15
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +07.00,T0510A+07.00,,,,2026-07-13,,,,,,28
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + +07.50,T0510A+07.50,,,,2026-07-13,,,,,,54
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -00.50,T0510A-00.50,,,,2026-07-13,,,,,,4
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -00.75,T0510A-00.75,,,,2026-07-13,,,,,,78
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.25,T0510A-01.25,,,,2026-07-13,,,,,,96
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.50,T0510A-01.50,,,,2026-07-13,,,,,,374
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -01.75,T0510A-01.75,,,,2026-07-13,,,,,,404
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.00,T0510A-02.00,,,,2026-07-13,,,,,,232
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.25,T0510A-02.25,,,,2026-07-13,,,,,,240
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.50,T0510A-02.50,,,,2026-07-13,,,,,,140
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -07.00,T0510A-07.00,,,,2026-07-13,,,,,,108
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -02.75,T0510A-02.75,,,,2026-07-13,,,,,,132
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.25,T0510A-03.25,,,,2026-07-13,,,,,,184
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.50,T0510A-03.50,,,,2026-07-13,,,,,,154
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.75,T0510A-03.75,,,,2026-07-13,,,,,,198
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.00,T0510A-04.00,,,,2026-07-13,,,,,,342
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.25,T0510A-04.25,,,,2026-07-13,,,,,,142
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.50,T0510A-04.50,,,,2026-07-13,,,,,,125
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -04.75,T0510A-04.75,,,,2026-07-13,,,,,,94
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -05.00,T0510A-05.00,,,,2026-07-13,,,,,,232
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -05.25,T0510A-05.25,,,,2026-07-13,,,,,,74
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -05.50,T0510A-05.50,,,,2026-07-13,,,,,,204
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -06.00,T0510A-06.00,,,,2026-07-13,,,,,,108
C관(2공장),HW0365,202606020008,Si_1-Day_Sph,O2O2 D_UV_Spherical_FGC,O2O2 D_UV_Spherical_FGC + -03.00,T0510A-03.00,,,,2026-07-13,,,,,,296
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -03.75,T1230S-03.75-0.75180,,-0.75,180,2026-07-13,,,,,,14
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +04.50,T1230S+04.50-1.75170,,-1.75,170,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +04.50,T1230S+04.50-2.25080,,-2.25,080,2026-07-13,,,,,,2
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + -03.50,T1230S-03.50-1.75090,,-1.75,090,2026-07-13,,,,,,1
C관(2공장),D1911,202606100052,1-Day_Color_Sph,Alcon D_Allure Blue_W3C(APAC),Alcon D_Allure Blue_W3C(APAC) + -01.50,T3218A-01.50ALB,,,,2026-07-13,,,,,,20
C관(2공장),D1911,202606100052,1-Day_Color_Sph,Alcon D_Allure Blue_W3C(APAC),Alcon D_Allure Blue_W3C(APAC) + -02.50,T3218A-02.50ALB,,,,2026-07-13,,,,,,30
C관(2공장),D1911,202606100052,1-Day_Color_Sph,Alcon D_Allure Blue_W3C(APAC),Alcon D_Allure Blue_W3C(APAC) + -05.50,T3218A-05.50ALB,,,,2026-07-13,,,,,,18
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +06.00,T1230S+06.00-1.75170,,-1.75,170,2026-07-13,,,,,,3
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +06.00,T1230S+06.00-1.75150,,-1.75,150,2026-07-13,,,,,,1
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +06.00,T1230S+06.00-1.75020,,-1.75,020,2026-07-13,,,,,,1
A관(1공장),MK0210,202606170157,FRP_Toric,T55_소사각,T55_소사각 + +06.00,T1230S+06.00-1.75010,,-1.75,010,2026-07-13,,,,,,1
